tenure,MonthlyCharges,TotalCharges,StreamingService,FiberOptic,ContractType,Churn
57,69.22709827318343,284.48156099266873,0,0,1,1
18,22.428072334564405,6074.087550206397,0,0,0,0
47,33.15849169668993,3722.331770166936,1,1,2,0
49,117.4063273573641,2385.033698583971,1,0,0,0
14,115.24442899182257,7210.657145830198,1,1,1,0
15,18.746468083908166,1017.4977855841523,0,0,1,0
31,113.90708443503551,7651.758748747022,1,0,2,1
1,82.48155375045779,2580.3370672810875,1,1,1,0
54,105.47578859926222,7118.389011238582,0,1,0,0
3,63.95135549120284,4863.248724187746,1,1,2,0
16,70.06740087221465,6630.9881419577505,0,0,1,1
57,67.37908131582049,7873.703989362668,0,0,1,0
12,85.26985788338348,2378.402958768091,1,0,0,0
16,32.28495110300945,7692.970334719985,1,1,0,0
24,21.262345782204136,3176.9069697291206,1,1,2,0
28,49.19695912991469,3145.544047421686,0,1,1,0
8,89.070416655033,2789.058123610595,0,0,0,0
36,38.53627193835631,4377.120098045923,0,0,2,0
8,85.92995954915419,1317.745841110048,1,1,1,0
58,115.72616063378068,4474.320734328288,1,0,1,0
60,27.687021936836548,4379.468018039031,1,1,2,0
50,85.84651288162519,6119.024319578473,1,0,2,0
28,62.8468970401094,6685.834699306926,0,0,0,1
41,105.4982965649393,3579.48666746815,0,1,1,1
64,36.05355383946228,2488.4326698768004,0,0,1,1
27,87.85890819872954,2148.7456888050465,0,0,1,1
63,102.48058660963508,1637.5283099684882,1,1,2,0
17,113.18372905713933,555.4158993722965,1,1,0,1
33,86.9164268431094,2805.339032794235,1,0,1,0
29,68.21606378284694,2234.9567678331878,0,1,2,0
13,80.34364764022199,7734.697348344618,0,0,1,0
46,105.57495094011118,4505.899727375347,1,1,0,0
35,75.59627953720238,2843.4886083410097,1,0,1,1
6,21.303899499532104,4685.694047850198,0,0,0,0
69,111.81034389845126,1199.6539406309944,1,1,0,0
47,87.54743847867189,3607.945618697403,0,0,1,1
25,86.23959527061328,5047.251139226404,0,0,1,0
66,39.92535281597058,3962.292871160366,0,1,0,0
10,84.46798975838205,3274.0525251691615,1,1,2,1
56,57.833372768242924,7951.402272307616,1,0,0,0
30,83.69891419266996,7054.486620976523,0,1,1,0
5,28.96259954595307,5024.907069459577,1,1,1,0
33,84.36345311260511,4598.081153340034,0,0,2,0
65,118.69107943995199,5003.217790614214,0,0,0,1
18,23.09530990548588,1690.3656517972227,0,1,0,0
49,116.45600551424239,3221.588171788117,0,1,0,0
11,59.144250052648495,411.73030983810463,1,1,1,0
26,105.76072175889455,3856.813696145931,0,0,0,0
63,96.87974114785648,4389.894213265539,0,0,2,1
59,75.23513422916011,1899.2229152153557,1,0,1,0
27,92.46414552975831,7715.827892607558,0,0,1,0
49,106.54081391078546,7284.691426404212,0,0,0,0
33,58.866102325928814,5804.931560101656,1,0,2,0
1,51.11683273710549,4313.754367246364,1,0,1,1
21,85.34313524914026,6972.756361216711,1,1,1,0
55,99.43851716509648,1132.153516205357,0,1,0,0
6,94.85965604504989,6345.027374771591,1,0,0,0
69,98.43027171029277,1086.0844303381016,1,0,2,1
5,62.02612313869977,6374.2642341403025,0,0,0,0
3,100.44233872558968,2278.56378918572,0,1,2,1
53,30.33101006474615,7029.015590043692,0,0,1,0
23,72.97115434506537,7557.932541220643,0,1,2,1
53,18.828745380061218,1275.4881583004135,0,1,2,0
37,50.87087590497716,3755.1372800166087,1,1,2,0
17,55.07938425457549,7849.800287485213,1,1,1,0
1,58.065355506730164,3918.9187441878585,1,1,0,0
51,88.14445427233115,6922.025427864906,0,0,1,1
45,57.30008917766975,4750.979024837427,0,0,0,1
4,63.343709073564334,3065.106272564855,0,1,2,0
62,42.12318515286991,2357.6900886543744,1,0,2,0
65,55.76180505874868,1705.4624195800895,1,1,2,0
32,41.09059753994673,6118.205711883808,0,1,2,1
34,25.606190338728585,3153.67000390192,1,0,2,0
39,78.89658363482849,4139.076151385934,0,0,0,0
26,85.40538625477913,3989.371292009337,1,0,0,0
34,80.50877977396627,4660.504330941737,1,0,2,0
54,64.83115140195753,6938.059450433962,1,0,1,0
3,56.418470908012594,7847.840814309092,0,1,1,0
50,105.01503178196843,3319.915247733154,1,0,2,0
12,70.41771940618992,6637.3994846397945,1,0,0,1
65,66.40777870178796,6139.769577772269,0,0,1,0
54,20.827027613546786,4630.878716499029,1,1,1,0
5,52.54540667642871,7652.772434534271,0,0,1,0
57,56.459659687978636,1683.748672674382,0,1,2,1
17,58.3316894801385,963.1872614460092,0,0,1,0
47,76.55732310734689,6846.299538947835,0,0,1,0
23,71.87705594605129,3569.2835514066114,0,1,1,0
14,79.34446182574118,6791.053948235778,1,0,1,0
66,95.1207677849839,7155.412621043778,0,0,0,0
51,99.9550667409674,593.4149895906644,0,1,2,1
38,90.4213691607627,7079.37162758988,0,0,2,1
64,114.28013144347094,3641.720537418435,0,1,0,0
38,20.082374558974344,4132.416663133435,1,1,0,0
50,37.92568756119638,5050.080837636361,0,1,2,1
30,19.010068935303284,7418.422593167686,1,1,1,0
51,83.3212087725376,251.01714599513585,0,1,1,1
63,108.50207016947368,3867.063399710755,1,0,2,0
52,42.71997080591808,5533.00413520143,0,0,1,1
38,111.41697175202881,5809.384965816005,0,0,0,1
30,24.306872724100867,5571.006209143153,1,1,1,1
51,112.1608206939542,1162.0375223241626,0,1,1,0
5,53.588080067583256,2465.225148136282,1,1,1,0
29,28.44279325914626,2933.852650794406,0,1,2,1
4,67.08011179822573,6455.053940668089,1,0,0,0
10,44.05604505591105,2302.2029920749687,0,0,1,0
56,46.87972664717324,1764.569214550905,0,1,2,1
17,49.1326414750918,7663.83935040096,1,1,1,1
17,98.95410273218268,170.0199523964043,0,0,0,1
69,72.43570830586307,7982.784759887628,0,1,1,0
34,49.53642376517837,5446.8882609734255,0,1,0,1
6,79.58854522274729,6644.907465648025,0,1,1,1
53,90.22314275943096,2427.493231134926,0,0,0,0
66,45.64871207372015,213.0906935697738,0,0,1,0
43,59.81168470329783,5929.169196636088,1,1,0,0
23,30.499552380363227,6689.742316305339,1,0,1,0
55,36.455509628235376,5949.761442432801,1,1,1,1
16,86.70234432348077,1228.517269676625,0,1,2,0
8,36.4845539434105,6052.0805858300555,1,0,2,1
4,71.02892005853954,6174.489978650364,0,1,0,1
4,89.50914930310448,5302.470073793434,0,1,1,0
56,28.991130771021755,6152.315869085131,0,0,0,1
25,75.2648780727048,6782.779373454084,0,1,2,0
67,44.034559761987055,4947.472502475922,1,1,0,1
67,115.02415096137678,799.9772403604646,0,1,0,0
27,66.84633749535243,3952.2596963709657,1,0,2,1
32,99.25225125240338,713.42974390568,0,1,1,0
50,73.54776748670432,3319.5899451562036,1,0,0,0
61,22.612959551909327,3316.141264092458,1,1,2,1
51,81.88171324719924,621.4777687079085,1,1,1,0
19,113.86603589176903,2855.6822183588865,1,1,2,0
21,78.71198792470628,976.8849804513873,1,1,0,0
5,100.57848037239242,6485.058159072855,1,0,1,1
42,107.11274956651498,7586.735405119319,0,0,1,0
61,41.17201708086772,671.300154537715,1,1,2,0
22,39.56050641077678,7645.410137604441,0,1,2,0
21,79.65358937952467,4228.355134760287,1,1,2,0
70,59.558361215573825,2466.5688558356037,0,1,1,0
1,102.6560609381054,707.2103946816917,1,1,1,0
5,108.70232390150012,4054.9317177563007,1,1,0,0
12,53.76884861992317,6376.672801476914,0,1,1,0
46,42.05549117693545,5685.983170406916,1,1,0,0
34,96.69281428200811,496.7854905653927,1,0,2,1
49,45.868006572587674,675.9244994064377,1,0,2,0
45,100.92273901062468,3282.698932797833,0,0,1,0
27,60.835694491700664,2432.794902978752,1,1,2,0
26,85.33876487879279,1935.836152142778,0,1,2,0
47,27.851299040384152,2319.9355413788376,1,1,1,1
56,80.94786212999558,6447.513672045388,1,0,0,0
63,63.65265171309153,7440.901623691646,0,1,1,0
48,77.20415054913515,3300.3112867677746,1,0,0,0
61,35.13542787835877,7258.276916846727,1,1,1,0
26,92.3058113668903,2639.8160398582677,0,0,1,0
36,104.96110629309447,3863.8521921159536,1,0,2,0
1,40.032349909122956,1885.629082746398,0,0,1,0
8,27.869312829776256,5159.760733189168,0,1,1,1
52,20.625677897656807,7833.95080988099,0,0,0,0
47,82.76813579454823,4867.595458742691,1,1,2,0
56,79.26295062692247,2926.731264497036,0,1,0,1
14,73.19308997776403,5217.757823325174,0,1,0,1
28,41.560683159655525,1071.0733598765619,1,1,2,0
2,57.536052588504226,7120.406734096649,0,1,2,1
26,77.99487168621039,4074.363211160707,1,0,2,1
14,68.17506931534652,3649.862962113172,1,1,1,0
59,117.52244478159618,4728.3318287828015,1,1,2,0
56,31.96219513195168,5035.792516036279,1,1,2,0
7,88.11202768178318,667.028869189453,0,1,2,1
3,58.88403619448136,5492.676047664879,0,1,0,0
23,61.284061300024284,2011.2602744926837,0,0,0,0
18,90.36857544864671,5740.225796802059,0,0,1,1
38,87.83983320809915,6598.024875635154,0,1,0,0
15,117.87122736706992,6451.27220966491,1,0,1,0
64,31.153626090139586,4464.757642522324,0,0,0,0
28,28.71301976310872,4209.342149254934,0,1,2,0
39,91.04605112143848,1228.7200945813527,0,0,0,1
57,76.37788515914411,6225.234588184771,1,1,1,0
17,45.80314698926049,2244.1341055290436,1,0,0,1
44,26.231646583393154,4023.8938402617778,0,0,2,0
25,26.85865408444127,2345.765334127382,1,0,1,0
17,108.11618290374389,1157.2440676975757,0,1,2,1
13,37.532666134233665,5073.505805444719,0,0,2,0
25,50.74884199260983,529.2230751009403,1,0,1,0
68,41.028968423812294,6014.29734959698,1,1,2,0
10,53.9271287361097,2608.9356825628215,0,1,2,1
67,25.227096195982384,101.06407473543403,0,0,0,0
18,70.41550898628117,4137.920199974115,1,1,2,0
34,25.045062641017598,470.1300773680647,0,0,2,0
8,98.68582903614734,2281.7395067851057,1,0,2,0
40,41.73806423199852,5685.1142509001575,0,1,2,1
42,72.52119741775331,595.2480108127404,1,1,1,0
41,106.69794829992655,6730.774089612419,0,1,0,0
6,83.66317558924301,130.17738900280656,0,0,2,0
52,71.8122575484092,2049.9085666950277,1,1,2,0
26,50.84554218809525,5953.142043601364,0,0,1,1
64,51.71669226234889,2598.5341828615237,0,1,2,0
59,85.5334389974181,904.9498657215069,1,0,1,1
56,118.16100580272733,2945.8479585233804,0,1,0,0
59,84.76483857986256,2236.106962437752,0,0,0,0
70,74.3072334456875,6757.424027068384,0,1,2,1
33,91.68037627904424,2575.448548922631,1,0,2,0
53,65.00316403451367,6332.566527030457,1,1,2,1
22,24.294305431378916,7145.789944004804,1,1,1,1
21,74.76082999572994,3527.157614654583,0,0,2,0
70,114.4913410927907,7288.550836449697,0,1,2,0
70,35.867945706944795,3080.8126263092236,0,0,0,1
4,87.59549152747691,7716.219490271855,0,0,2,0
62,38.44383571023518,805.3872437520262,1,1,0,0
62,72.10068228954466,5527.452205375617,0,0,2,0
24,27.965983189495322,4001.1309196097363,0,1,0,0
55,63.512279093947605,3162.4255630996117,0,1,2,1
9,94.24441455397223,5098.423842113947,1,0,0,0
3,53.1809381860177,5660.471023911216,0,1,1,0
31,85.07362831096542,134.46983023744178,0,0,0,0
40,98.19272105936778,1418.9294011028699,0,0,0,0
36,111.431370857685,5733.063800011118,0,1,0,0
24,41.83152922647308,5364.444767267831,0,1,2,1
6,58.38124953883547,7731.77529051655,1,0,2,0
66,33.567809339706955,6112.198542981186,0,0,2,1
4,117.99459196691672,7611.104391077571,0,1,1,1
6,111.41359727639168,5650.069962124975,0,1,1,0
51,72.51569159319624,2454.612448251601,0,1,0,0
62,102.87434608483034,932.3828857817662,0,1,1,0
57,70.60627671584024,6276.408520424991,0,0,0,0
66,80.92036164427735,5188.778849659736,0,1,0,1
8,27.20700542765967,480.66949790704024,0,0,0,1
26,94.1546772599292,2944.398680617729,0,0,1,0
51,31.0852051053411,7658.718542325861,0,1,2,0
45,101.2697968403791,4053.16905111059,1,0,1,1
44,96.84382281087379,3518.560174555667,1,1,0,1
5,89.47884212316913,3715.8268807584222,1,0,0,0
70,21.884118242738595,1750.1735196407933,1,1,1,0
26,48.71439977250553,3012.786649831882,0,0,0,0
68,44.69281327603971,3021.5247222986955,1,0,0,1
19,54.44370895088767,513.604659481032,1,1,1,0
20,27.058096049765773,6163.784265291554,0,1,1,0
12,112.41426121462182,3390.385012040644,1,0,1,0
47,73.90712519159382,6595.221105849744,1,0,0,0
1,48.95519322113137,6817.749208847174,0,1,0,0
14,58.146642465965485,1774.7530321193988,0,0,2,1
64,63.193855320735985,5293.092509144016,0,1,2,0
38,78.60973050274204,3831.0262528875555,1,0,1,0
37,70.07578248349802,7053.238229579732,1,1,2,0
11,110.64889330804894,1804.3513654939875,0,0,0,0
3,68.19483003203594,5454.72428244935,0,1,2,0
33,117.96188048974292,4901.241765796508,1,1,0,0
6,103.81820825338212,2432.881672817479,0,0,1,0
50,39.205306692912245,1179.1471388442637,1,1,1,0
10,111.77481907171358,5247.954107770485,0,0,0,0
5,29.944822987490348,5934.9199192454125,0,1,2,0
23,100.40369570336476,2593.456015730465,1,1,1,1
10,56.5026409943963,5194.177571776279,0,1,1,1
44,106.48641920472949,3221.5341701308757,0,0,2,0
2,105.48969735579875,5734.33437793268,0,1,2,0
13,99.24550271182092,1673.8006716630196,1,0,0,1
40,97.64805884885966,7132.698520825777,0,1,2,0
2,48.870253479353096,2370.5358120780797,0,0,2,1
65,26.382387946650844,3005.509303273608,0,0,2,1
63,58.74950796589873,558.9264214347634,0,0,0,0
17,35.68921375614412,980.9464773380835,0,1,0,0
9,88.0925844346974,4175.309031427392,0,0,1,1
15,53.03302251704745,2213.9821461509746,1,1,0,0
24,116.29882518642145,6700.293783363336,1,0,1,0
38,82.66769377320587,216.07777037413535,0,0,2,0
35,100.90929664525328,3094.842984508296,1,0,1,0
49,31.568729610555767,2765.029819475832,1,0,1,0
69,104.88245546839856,252.68828424904817,0,1,2,1
62,110.98709764659613,1082.5103521040307,1,0,1,1
60,67.19972284130306,3367.7771318572186,1,0,0,0
50,79.17842024397324,3993.6302171348284,1,1,0,0
9,95.11338499075104,3293.8890033134658,1,0,0,0
34,35.82128203967146,4294.407659455541,1,0,0,0
35,68.75789068457595,4801.540231754884,1,0,1,0
1,58.31563429111747,178.39818690990148,1,0,1,1
40,32.96058621230603,3766.3517596826805,1,1,2,1
64,55.18720944029891,7711.6440030119475,0,1,1,0
22,25.101317093242102,4200.355013023435,0,0,1,0
60,20.84409664842344,5452.58391292573,1,1,1,0
64,31.834212060059688,2563.7244775433774,1,1,2,0
11,115.04306871471198,6214.531887406824,0,0,0,0
14,73.4777183574492,6206.07970682131,1,1,1,0
60,115.31512719589861,4218.238776467698,1,0,2,1
30,61.71603677217826,7810.509203905787,0,1,2,0
35,49.58752137506859,1091.8466966249616,0,1,2,0
37,69.11725721544454,233.88655262768984,0,1,0,1
5,62.42092470760747,6184.249872881058,1,0,1,0
26,28.869300768305266,6476.5287451825725,1,1,2,0
62,82.65304462636573,1049.6371100525523,0,0,0,0
4,39.961837342214764,2198.104380372988,0,0,2,0
42,80.51858946723188,238.66367059636838,1,1,2,1
18,83.59520978601441,2417.138025166461,0,0,2,0
40,33.528497739429135,6207.820803957505,1,1,2,1
39,24.41563752462215,4191.888168929374,1,0,2,0
14,96.7165393998782,2849.955186029476,0,0,0,0
32,64.45994258881669,3036.740429760009,0,1,1,1
51,24.095461448300316,110.69364315219842,1,1,1,0
38,118.2340648755616,2468.4241677653636,0,1,1,0
23,24.056946380134846,5207.024058939651,0,1,1,0
63,88.1010405002846,7796.136106149222,0,0,0,0
15,117.10973198897307,6791.780533172806,0,0,0,0
25,42.28760047370052,286.40022069968006,1,0,0,0
17,32.54606155306322,7198.628776931231,1,1,2,0
66,30.449186411954102,6287.267465059145,1,0,2,0
53,48.72915233054336,6264.971376210745,1,1,2,1
51,28.405104006569992,3718.1664961282145,0,0,1,0
39,87.81221484026025,3244.241814340572,0,1,2,1
51,24.5103257120713,2493.0342577822216,1,0,1,0
70,69.44692387905386,618.9893857394896,1,0,2,0
6,118.41803381222417,1903.059371600223,0,1,1,1
67,100.05401208535488,2048.1687163263946,1,0,2,0
7,80.07955354221659,3924.2088507105927,1,1,2,1
51,49.02848888905447,6004.810812113882,0,0,0,0
42,80.95153154730966,3843.097644343778,1,0,2,0
64,71.21766712312099,556.9711506325688,0,1,2,0
15,61.07138008098234,7666.539427806811,0,1,0,0
29,31.386392862390046,7547.522120843487,1,0,1,1
33,107.35372363166691,6302.997390872426,0,0,0,0
27,63.45335720654291,7931.490422357342,1,0,0,1
36,37.809562437986884,4401.410429122077,0,0,1,1
29,55.20981476316761,7705.869967000328,1,0,2,0
38,59.87004012915717,697.2798208723311,1,0,1,0
57,101.41755850447086,2988.8779112648335,1,1,2,1
27,91.97824524642091,1880.51201725345,0,1,2,1
55,95.56514181095466,1647.0813646607332,0,1,1,0
33,19.358642075079047,1212.343296252141,1,0,0,0
68,60.07347681706603,5017.067768371374,0,0,1,0
66,66.62508723935002,6272.44266040371,1,0,2,0
10,20.1788238207172,4668.5573554208495,1,1,1,0
5,44.36122747887594,1261.0054057468565,0,1,1,1
38,94.65912722377456,6507.87778247442,1,0,2,0
13,32.029525425764405,5124.042186593455,0,0,0,0
31,72.04866821098545,3166.5090784032645,1,1,1,0
47,39.87778813773237,5425.629334734897,0,1,2,0
52,19.468137851711273,2153.2493360183794,1,1,2,0
56,42.49074648875391,2827.018447104263,1,0,1,0
15,116.3253123684604,7348.138160742723,0,0,0,0
29,98.80447974424045,2394.985594804221,1,0,1,0
8,114.68745275426386,3812.9073184476993,1,1,0,0
5,67.27933141459943,7132.114985428516,0,1,0,1
29,29.278487967089102,5690.998667113467,1,0,0,0
47,73.31992864185614,591.4054867011517,0,0,0,0
68,63.91492212327607,1263.6940498038657,1,1,1,0
45,103.1078868153314,161.94856709814286,0,0,2,1
2,28.107299368816584,5084.282142810391,1,1,2,0
27,67.3182342706887,3636.6200607423048,1,1,2,0
36,33.32989080174542,1160.7713221279766,1,0,2,1
36,50.87993065245103,7667.679556348487,0,1,2,0
26,92.35438627747386,4284.311819170397,0,0,2,0
43,66.08982200156103,2010.9570234918244,0,1,1,0
27,56.02677265714982,4054.7682121221897,0,1,0,0
69,57.89486599628855,5469.000628607351,1,0,2,0
20,64.42440022480166,702.2898219911593,1,1,1,1
11,97.14416265562421,2270.1601388783465,0,0,2,0
38,107.90451123849355,6475.02737798355,0,0,2,1
6,114.26113599364479,3731.3524761810236,0,1,0,0
23,97.33379031865715,4417.95942205513,1,0,0,1
47,49.948393022675276,3519.246417454807,0,0,0,0
46,87.40753796169749,446.8095468797404,0,0,2,0
12,62.22911396756689,1409.4232605792317,1,0,2,0
13,43.844397515628145,3619.7789460609383,1,0,2,1
62,102.75759373230522,1752.5651767226298,0,0,0,0
60,22.111848070713663,494.83432641146203,1,1,1,0
43,108.87708020961006,6764.832346009407,0,0,2,0
68,64.62848519478578,7851.420980396515,1,1,2,0
5,82.28874841923218,6365.828704574242,0,1,2,0
37,84.51506918168116,6844.90088146687,0,0,1,0
31,108.2093329410069,2011.6193295046585,0,1,2,0
9,82.23530305780434,7688.953106554278,0,1,1,0
51,79.95032526838621,1655.7130651820842,1,0,2,0
29,24.948530076349343,7616.295501858475,1,0,1,0
40,70.350006205493,7959.0724223310135,1,0,2,1
41,33.34198458211269,5722.610165393785,1,1,0,0
11,92.3620937565093,7851.035481155393,0,1,0,0
23,69.72830304167378,4599.364258580119,0,0,0,0
1,86.6128918104395,2150.3800870911136,1,0,0,1
46,22.438126510539618,3552.267496758405,1,1,2,1
21,26.771597612603223,4789.131389492409,1,1,0,1
36,90.24050050029956,677.3443400134184,1,1,1,0
54,25.494475767866675,5016.511790476244,1,1,0,0
57,25.41130114040849,7851.304910422126,0,0,0,0
1,19.46690176110619,1601.8504332914483,0,1,0,0
63,114.37839052909776,6361.501418678228,0,1,2,0
54,92.3695901256302,7272.400470858993,1,1,0,1
55,53.75176655445745,7555.242583279744,1,1,1,1
40,48.05182591940935,7685.071274803033,1,0,0,1
15,53.39517458945788,4219.531145899628,1,0,0,0
21,96.10267988370877,7820.732473132879,0,1,0,0
47,84.71774641257664,6082.750636362067,0,1,1,0
53,36.86215457068053,1377.204346271999,1,0,0,0
9,35.74798820107547,3867.510841096963,0,0,1,1
52,28.13876279619643,5774.816285438831,0,1,1,0
57,84.61042332998449,2053.9884949707584,1,1,0,0
26,95.06945255328446,5160.85995003621,1,0,1,0
41,44.887166046662905,5366.143784468292,1,0,2,0
35,20.354968583606738,1385.3279760876705,1,0,0,1
63,26.508252581380948,4564.173968376775,1,0,0,0
25,115.51993350192556,6195.852596731001,1,0,1,1
38,47.942200136480736,4041.275749833941,0,0,1,0
2,95.55692635773242,195.61462253124864,0,1,0,0
7,81.02868866985351,171.4039057264082,1,0,2,1
34,56.63493378511604,2920.5318173630963,0,0,1,0
17,38.921569850653285,7416.933140611078,1,0,1,1
43,30.449335025020346,1906.5465588685092,1,0,2,0
59,80.0588032879061,5111.473142086328,1,1,2,0
51,96.10069495409769,1854.3993784772326,1,1,0,0
54,82.96237748088363,2641.1929183104344,0,0,2,1
24,71.5453643915404,6799.5325078517235,1,1,0,0
25,22.466097954879444,5858.00539393258,0,1,2,1
71,115.58312214823557,853.654290774364,1,1,1,0
52,98.52077626128475,3486.7459657928257,1,1,0,0
70,47.678614688446956,330.44113279758926,1,1,0,0
33,116.73701810056448,3899.032158163771,0,1,0,0
49,78.73909975845038,5333.228692438438,1,0,2,0
29,76.78347714982827,1036.1707264253973,1,0,1,1
63,93.43135453266798,2382.191017382409,1,0,0,0
22,99.83286370305882,3242.9093414670397,0,0,0,0
26,84.22610003681602,7364.295094782793,0,0,0,0
28,31.123622509803102,7946.7146218414155,0,1,0,0
49,52.24588435244709,454.79926206536527,1,0,1,0
71,111.522405852768,6111.962595613597,0,0,2,0
49,40.82386899030712,3036.6201245785114,1,1,1,0
20,55.652785895670085,3200.4196712128924,0,1,0,0
63,61.6737267358917,6058.6932894414795,0,0,1,0
61,62.41020146429244,7355.568813948728,1,1,0,0
49,79.85042804069982,7612.335896570133,0,1,2,0
71,113.02912169334311,4659.2684297027345,1,1,2,0
1,42.43961753916675,2921.257158473972,1,1,2,0
13,30.460888318242265,6321.6377782843565,0,0,0,1
51,38.0957842309237,2082.910927772172,1,1,1,1
56,107.38595247103159,4556.18482778479,1,0,2,1
62,83.1539866718482,2932.769846046498,0,0,0,0
32,46.9836323185356,5287.385482292221,0,1,0,1
30,100.25266736634603,1999.1514118587045,1,1,1,1
29,104.81768463452532,1613.5842713051236,0,1,2,1
49,103.32469103837295,7354.088784735953,1,0,0,0
45,110.60211663077523,904.2490953013415,1,1,1,0
30,43.600222527422844,4097.06747110596,0,1,2,1
16,94.13171383900097,1844.7369854077704,0,1,1,0
40,64.53421947605108,407.5467102727728,0,1,1,0
19,102.87085456545118,384.5486645022685,0,1,0,0
18,91.46331305474213,1484.251999636036,1,0,0,0
1,96.28296837322233,6947.485800597402,1,1,0,0
47,84.19426468694769,2331.5820774185104,0,1,1,0
66,36.08159133170554,7608.627447544836,0,1,0,0
38,73.02520534914231,4694.816114614629,1,0,1,0
51,117.20930882221307,3549.252099173252,1,1,1,0
63,112.45750068296046,4682.701793888691,1,0,0,0
4,22.588960447599675,4181.917243287515,1,0,2,0
1,34.81388898080843,6094.332404682868,0,1,2,0
8,31.48874173218347,2331.718921185533,1,1,2,1
29,91.2109809535222,2889.098093642389,1,1,1,0
55,100.43742565062298,7163.344990012681,0,0,1,0
3,39.707892314222526,7577.006453888203,1,0,1,0
32,69.08819564165881,7151.209997143149,1,0,0,1
10,102.7406543151256,3413.6391522627773,0,0,1,0
34,91.89655524900819,6264.887473754366,0,0,0,0
55,72.74483915193076,3863.0522930786806,0,0,0,0
32,77.57994289110667,4030.5648319542074,1,1,2,0
50,69.34023496508614,1716.9728615525432,1,1,2,1
7,48.15361935754147,4769.92939574228,0,0,2,1
8,75.03471028233112,1570.4735922514487,0,1,0,0
65,87.48297285603411,2719.361122630831,1,1,0,0
57,106.01895304401117,6854.738592797487,0,0,0,0
67,82.19728107491443,1735.8988927657563,0,0,1,0
59,94.74271447283738,662.1504528701192,0,1,0,0
54,34.33719931293459,645.1599816412488,1,0,2,0
67,64.63652617918888,7532.1977119745525,1,0,2,0
51,19.187827792622876,4104.671459898494,1,1,0,0
8,43.04122588442311,3334.3553673544448,1,0,0,1
34,91.25940236885698,6505.940789962556,1,1,2,0
35,117.92690011061103,6703.0248304930765,1,1,0,1
32,28.217399008515198,2724.3091616132765,0,1,2,1
